sampleName	Scer	Spar	site	latitude	longitude	SOURCE	CONTEXT	GENOTYPE	GENOTYPE_STUDY
LL11_008	0	1	IledOrleans	46.940502	-70.934466	bark	unknown	NAmericaC	Leducq2014
LL11_009	0	1	Squatec	47.893166	-68.720487	bark	unknown	NAmericaC	Leducq2014
LL11_010	0	1	Squatec	47.893166	-68.720487	bark	unknown	NAmericaC	Leducq2014
LL11_011	0	1	Squatec	47.893166	-68.720487	insect	unknown	NAmericaC	Leducq2014
LL11_012	0	1	DushesnayQC	46.870944	-71.639292	bark	unknown	NAmericaC	Leducq2014
LL12_001	0	1	HullQC	45.450658	-75.739616	bark	unknown	Europe	Leducq2014
LL12_002	0	1	PointePlatonQC	46.666482	-71.859351	bark	unknown	NAmericaB	Leducq2014
LL12_003	0	1	PointePlatonQC	46.666482	-71.859351	bark	unknown	NAmericaB	Leducq2014
LL12_004	0	1	CapChat	49.058307	-66.713487	bark	unknown	NAmericaC	Leducq2014
LL12_005	0	1	CapChat	49.058307	-66.713487	bark	unknown	NAmericaC	Leducq2014
LL12_006	0	1	CapChat	49.058307	-66.713487	bark	unknown	NAmericaC	Leducq2014
LL12_007	0	1	StJeanQC	47.221119	-70.271193	bark	unknown	NAmericaC	Leducq2014
LL12_008	0	1	CapChat	49.058307	-66.713487	bark	unknown	NAmericaC	Leducq2014
LL12_009	0	1	Quebec	46.812678	-71.243076	bark	unknown	NAmericaB	Leducq2014
LL12_010	0	1	BicQuebec	48.354987	-68.804917	bark	unknown	NAmericaC	Leducq2014
LL12_011	0	1	BicQuebec	48.354987	-68.804917	bark	unknown	NAmericaC	Leducq2014
LL12_012	0	1	LAnseQC	48.934794	-64.306429	bark	unknown	NAmericaC	Leducq2014
LL12_014	0	1	BellechasseQC	46.656077	-70.717798	bark	unknown	NAmericaB	Leducq2014
LL12_015	0	1	PointePlatonQC	46.670208	-71.846843	bark	unknown	NAmericaB	Leducq2014
LL12_016	0	1	PointePlatonQC	46.670208	-71.846843	bark	unknown	NAmericaC	Leducq2014
LL12_017	0	1	PointePlatonQC	46.670208	-71.846843	bark	unknown	NAmericaC	Leducq2014
LL12_018	0	1	PointePlatonQC	46.670208	-71.846843	bark	unknown	NAmericaC	Leducq2014
LL12_019	0	1	PointePlatonQC	46.670208	-71.846843	bark	unknown	NAmericaC	Leducq2014
LL12_020	0	1	PointePlatonQC	46.670208	-71.846843	bark	unknown	NAmericaC	Leducq2014
LL12_021	0	1	PointePlatonQC	46.670208	-71.846843	bark	unknown	NAmericaB	Leducq2014
LL12_022	0	1	SaintJustinQC	46.253568	-73.086519	bark	unknown	NAmericaB	Leducq2014
LL12_023	0	1	SaintJustinQC	46.253568	-73.086519	bark	unknown	NAmericaB	Leducq2014
LL12_024	0	1	SaintJustinQC	46.253568	-73.086519	bark	unknown	NAmericaB	Leducq2014
LL12_025	0	1	SherbrookeQC	45.409141	-71.883494	bark	unknown	NAmericaB	Leducq2014
LL12_026	0	1	SherbrookeQC	45.409141	-71.883494	bark	unknown	Europe	Leducq2014
LL12_027	0	1	SherbrookeQC	45.409141	-71.883494	bark	unknown	NAmericaC	Leducq2014
LL12_028	0	1	SherbrookeQC	45.409141	-71.883494	bark	unknown	NAmericaB	Leducq2014
LL12_029	0	1	StThecleQC	46.813411	-72.506871	bark	unknown	NAmericaB	Leducq2014
LL12_030	0	1	Vancouver	49.250582	-123.11533	bark	unknown	NAmericaB	Leducq2014
MB11d	0	1	MB	43.64719	3.20307	Bark	wild	NA	NA
MB13a	0	1	MB	43.64704	3.20321	Bark	wild	NA	NA
MB15b	0	1	MB	43.64705	3.2033	Bark	wild	NA	NA
MB4a	0	1	MB	43.64676	3.20263	Bark	wild	NA	NA
MB4b	0	1	MB	43.64676	3.20263	Bark	wild	NA	NA
MB4c	0	1	MB	43.64676	3.20263	Bark	wild	NA	NA
MB4d	0	1	MB	43.64676	3.20263	Bark	wild	NA	NA
MB5a	0	1	MB	43.647	3.20312	Bark	wild	NA	NA
MB5b	0	1	MB	43.647	3.20312	Bark	wild	NA	NA
MSH3004-2	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH3006-3	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH3012-1	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH3045-4	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH3052-1	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH3052-2	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH3056-4	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH3059-4b	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH3061-3	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH3065-4	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH3070-3	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH3077-4	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH567-4	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH573-4	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH575-4-B9	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH575-5-E8	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH575-5-i10	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH575-6-J10	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH576-4-D9	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH576-4-G8	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH578-1-B5	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH578-3-F8	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH578a-4-C7	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH578a-6-C8	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH578a-6-E3	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH578a-6-F3	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH587-4	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaC	Leducq2014
MSH588-2	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH826-1	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH829-6-C3	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH830-1-H3	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH830a-4-C8	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH830a-6-A9	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH830b-4-D10	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH830b-4-F2	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH830b-5-F1	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH833-4-i2	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH838-2	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH839-2	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH842-3	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH846-2	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSH850-1	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaB	Leducq2014
MSHD1S11	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaC	Leducq2014
MSHD2B12	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaC	Leducq2014
MSHD2S35	0	1	MSHQuebec	45.552235	-73.155433	bark	unknown	NAmericaC	Leducq2014
N12	0	1	Azerbaijan	38.76486	48.842672	bark	unknown	Europe	Kuehne2007
N13	0	1	Moscow	55.765247	37.629748	bark	unknown	Europe	Naumov1997
N15	0	1	Moscow	55.765247	37.629748	bark	unknown	Europe	Naumov1997
N16	0	1	Moscow	55.765247	37.629748	bark	unknown	Europe	Naumov1997
N17	0	1	Tartarstan	55.606878	51.385689	bark	unknown	Europe	Kuehne2007
N18	0	1	Tula	53.149155	38.102005	bark	unknown	Europe	Kuehne2007
N25	0	1	Estonia	58.805805	25.558545	bark	unknown	Europe	Kuehne2007
N34	0	1	Voronezh	51.645447	39.196339	bark	unknown	Europe	Kuehne2007
N36	0	1	Lithuania	55.476739	23.850856	bark	unknown	Europe	Kuehne2007
N40	0	1	YaltaUkraine	44.498594	34.160131	bark	unknown	Europe	Naumov1997
N41	0	1	YaltaUkraine	44.498594	34.160131	bark	unknown	Europe	Naumov1997
N42	0	1	Vladivostok	43.112677	132.009801	bark	unknown	FarEast	Naumov1997
N44	0	1	Ternei	45.047663	136.621016	bark	unknown	FarEast	West2013
N45	0	1	Ternei	45.047663	136.621016	bark	unknown	FarEast	West2013
N46	0	1	SikhoteAlin	45.333518	136.166613	bark	unknown	FarEast	Naumov1997
N47	0	1	SikhoteAlin	45.333518	136.166613	bark	unknown	FarEast	Naumov1997
N7	0	1	StPetersburg	59.93121	30.282485	bark	unknown	Europe	Kuehne2007
N8	0	1	Moscow	55.765247	37.629748	bark	unknown	Europe	Kuehne2007
N9	0	1	TashkentUzbekistan	41.303792	69.267726	bark	unknown	Europe	Kuehne2007
NA	1	0	CotonouBenin	6.22	2.26	fermentation	fermentation	unknown	NA
NA	1	0	Ibadan	7.447036	3.89622	bark	agriculturalcollege	unknown	NA
NC-02	1	0	NorthCarolina	35.626398	-78.721224	Bark	unknown	NAmerica2	Cromie2013
NRLLYB2047	0	1	SalemMO	37.642391	-91.536332	frass	unknown	NAmericaB	Leducq2014
NRRLY-12717	1	0	Nepal	28.213581	84.208157	food	unknown	mosaic	Cromie2013
NRRLY-12717	1	0	Nepal	28.213581	84.208157	food	unknown	mosaic	Cromie2013
NRRLYB210	1	0	CostaRica	10.025305	-83.872409	fruit	unknown	mosaic	Cromie2013
NX1	1	0	ZhongweiNingxia	40.182314	116.731358	fruit	unknown	wine	Wang2012
NX2	1	0	ZhongweiNingxia	40.182314	116.731358	fruit	unknown	wine	Wang2012
NX2	1	0	ZhongweiNingxia	40.182314	116.731358	soil	unknown	mosaic	Wang2012
Oakard11-2-2	1	0	Ardeche	44.4	4.25	Bark	unknown	mosaic	Almeida1
oakBor21-1	1	0	BordeauxFrance	44.855454	-0.57773	Bark	unknown	mosaic	Almeida1
oakGri7.1	1	0	GrignonFrance	48.852082	2.347232	Bark	unknown	mosaic	Almeida1
oakRom3-2a	1	0	nrBucarest	44.441258	26.105281	Bark	unknown	EuropeanOak	Almeidainpress
OCK11c	0	1	OCK	50.90535	-1.646633	Bark	wild	NA	NA
OCK11d	0	1	OCK	50.90535	-1.646633	Bark	wild	NA	NA
OCK1c	0	1	OCK	50.906917	-1.646517	Bark	wild	NA	NA
OCK7a	0	1	OCK	50.908517	-1.648833	Bark	wild	NA	NA
PAR10C	0	1	PAR	38.18383	23.78985	Bark	wild	NA	NA
PLU5a	0	1	PLU	50.9107	-0.069633	Bark	vineyard	NA	NA
PLU5c	0	1	PLU	50.9107	-0.069633	Bark	vineyard	NA	NA
PLU5d	0	1	PLU	50.9107	-0.069633	Bark	vineyard	NA	NA
PW5	1	0	AbaNigeria	5.117313	7.370551	fermentation	fermentation	MAL	Cromie2013
PYR5a	0	1	PYR	40.3758	23.6924	Bark	wild	NA	NA
PYR5b	0	1	PYR	40.3758	23.6924	Bark	wild	NA	NA
PYR5c	0	1	PYR	40.3758	23.6924	Bark	wild	NA	NA
PYR5e	0	1	PYR	40.3758	23.6924	Bark	wild	NA	NA
PYR5f	0	1	PYR	40.3758	23.6924	Bark	wild	NA	NA
PYR7a	0	1	PYR	40.37554	23.69234	Bark	wild	NA	NA
PYR7b	0	1	PYR	40.37554	23.69234	Bark	wild	NA	NA
PYR7c	0	1	PYR	40.37554	23.69234	Bark	wild	NA	NA
PYR7e	0	1	PYR	40.37554	23.69234	Bark	wild	NA	NA
PYR8b	0	1	PYR	40.37535	23.69223	Bark	wild	NA	NA
PYR8d	0	1	PYR	40.37535	23.69223	Bark	wild	NA	NA
PYR8e	0	1	PYR	40.37535	23.69223	Bark	wild	NA	NA
PYR8f	0	1	PYR	40.37535	23.69223	Bark	wild	NA	NA
PYR9c	0	1	PYR	40.37548	23.6922	Bark	wild	NA	NA
Q31.4	0	1	Windsor	51.424276	-0.617771	bark	unknown	Europe	Liti2009
Q32.3	0	1	Windsor	51.424276	-0.617771	bark	unknown	Europe	Liti2009
Q59.1	0	1	Windsor	51.424276	-0.617771	bark	unknown	Europe	Liti2009
Q62.5	0	1	Windsor	51.424276	-0.617771	bark	unknown	Europe	Liti2009
Q69.8	0	1	Windsor	51.424276	-0.617771	bark	unknown	Europe	Liti2009
Q74.4	0	1	Windsor	51.424276	-0.617771	bark	unknown	Europe	Liti2009
Q89.8	0	1	Windsor	51.424276	-0.617771	bark	unknown	Europe	Liti2009
Q95.3	0	1	Windsor	51.424276	-0.617771	bark	unknown	Europe	Liti2009
S36.7	0	1	Silwood	51.408127	-0.637677	bark	unknown	Europe	Liti2009
ScNZ	1	0	UniAuckland	-36.849881	174.771083	bark	unknown	wine	Zhang2010
SD1	1	0	AnqiuShandong	36.476303	119.217322	fruit	wild	CHNVI	Wang2012
SD2	1	0	TaianShandong	36.208085	117.083024	fruit	wild	CHNVI	Wang2012
SDO1	1	0	NorthCarolina	35.626398	-78.721224	Bark	wild	NCoak	Tilakaratna
SDO2	1	0	NorthCarolina	35.626398	-78.721224	Bark	wild	NCoak	Tilakaratna
SDO3	1	0	NorthCarolina	35.626398	-78.721224	Bark	wild	NCoak	Tilakaratna
SDO4	1	0	NorthCarolina	35.626398	-78.721224	Bark	wild	NCoak	Tilakaratna
SDO6	1	0	NorthCarolina	35.626398	-78.721224	Bark	wild	NCoak	Tilakaratna
SDO7	1	0	NorthCarolina	35.626398	-78.721224	Bark	wild	NCoak	Tilakaratna
SDO8	1	0	NorthCarolina	35.626398	-78.721224	Bark	wild	NCoak	Tilakaratna
SDO9	1	0	NorthCarolina	35.626398	-78.721224	Bark	wild	NCoak	Tilakaratna
SM1	1	0	NorthCarolina	35.626398	-78.721224	Bark	wild	NCoak	Tilakaratna
SM12	1	0	NorthCarolina	35.626398	-78.721224	Bark	wild	NCoak	Tilakaratna
SM17	1	0	NorthCarolina	35.626398	-78.721224	Bark	wild	NCoak	Tilakaratna
SM2	1	0	NorthCarolina	35.626398	-78.721224	Bark	wild	NCoak	Tilakaratna
SM66	1	0	NorthCarolina	35.626398	-78.721224	Bark	wild	NCoak	Tilakaratna
SM69	1	0	NorthCarolina	35.626398	-78.721224	Bark	wild	NCoak	Tilakaratna
Soil1	1	0	MattuaNZ	-36.742366	174.506514	soil	vineyard	wine	Cromie2013
Soil11-1	1	0	MattuaNZ	-36.742366	174.506514	soil	vineyard	NZ	Cromie2013
Soil11-2	1	0	MattuaNZ	-36.742366	174.506514	soil	vineyard	NZ	Cromie2013
Soil13-1	1	0	MattuaNZ	-36.742366	174.506514	soil	vineyard	mosaic	Cromie2013
Soil13-2	1	0	MattuaNZ	-36.742366	174.506514	soil	vineyard	mosaic	Cromie2013
Soil14	1	0	MattuaNZ	-36.742366	174.506514	soil	vineyard	mosaic	Cromie2013
Soil15	1	0	MattuaNZ	-36.742366	174.506514	soil	vineyard	wine	Cromie2013
Soil16	1	0	MattuaNZ	-36.742366	174.506514	soil	vineyard	NZ	Cromie2013
Soil17-1	1	0	MattuaNZ	-36.742366	174.506514	soil	vineyard	mosaic	Cromie2013
Soil17-2	1	0	MattuaNZ	-36.742366	174.506514	soil	vineyard	mosaic	Cromie2013
Soil2	1	0	MattuaNZ	-36.742366	174.506514	soil	vineyard	NZ	Cromie2013
Soil3-1	1	0	MattuaNZ	-36.742366	174.506514	soil	vineyard	NZ	Cromie2013
Soil3-2	1	0	MattuaNZ	-36.742366	174.506514	soil	vineyard	NZ	Cromie2013
Soil4	1	0	MattuaNZ	-36.742366	174.506514	soil	vineyard	mosaic	Cromie2013
Soil5	1	0	MattuaNZ	-36.742366	174.506514	soil	vineyard	NZ	Cromie2013
Soil7-1	1	0	MattuaNZ	-36.742366	174.506514	soil	vineyard	NZ	Cromie2013
Soil7-2	1	0	MattuaNZ	-36.742366	174.506514	soil	vineyard	NZ	Cromie2013
Soil9	1	0	MattuaNZ	-36.742366	174.506514	soil	vineyard	NZ	Cromie2013
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SpNZ	0	1	UniAuckland	-36.849881	174.771083	bark	unknown	Europe	Zhang2010
SX1	1	0	QinlingShaanxi	33.853073	108.784066	bark	wild	CHNII	Wang2012
SX10	1	0	QinlingShaanxi	33.853073	108.784066	fruit	wild	CHNVI	Wang2012
SX2	1	0	QinlingShaanxi	33.853073	108.784066	bark	wild	CHNII	Wang2012
SX3	1	0	QinlingShaanxi	33.853073	108.784066	bark	wild	CHNII	Wang2012
SX4	1	0	QinlingShaanxi	33.853073	108.784066	bark	wild	CHNII	Wang2012
SX5	1	0	QinlingShaanxi	33.853073	108.784066	bark	wild	CHNII	Wang2012
SX6	1	0	QinlingShaanxi	33.853073	108.784066	bark	wild	CHNII	Wang2012
SX7	1	0	QinlingShaanxi	33.853073	108.784066	bark	wild	CHNII	Wang2012
SX8	1	0	QinlingShaanxi	33.853073	108.784066	bark	wild	CHNII	Wang2012
T21.4	0	1	Silwood	51.408127	-0.637677	bark	unknown	Europe	Liti2009
T7Fay	1	0	BablerUSA	38.623523	-90.691479	Bark	naturereserve	NAmerica1	Almeida1
TAX13a	0	1	TAX	40.43388	23.49902	Bark	wild	NA	NA
TAX14a	0	1	TAX	40.4332	23.49548	Bark	wild	NA	NA
TAX14b	0	1	TAX	40.4332	23.49548	Bark	wild	NA	NA
TAX14c	0	1	TAX	40.4332	23.49548	Bark	wild	NA	NA
TAX14d	0	1	TAX	40.4332	23.49548	Bark	wild	NA	NA
TAX15a	0	1	TAX	40.43328	23.49516	Bark	wild	NA	NA
TAX15b	0	1	TAX	40.43328	23.49516	Bark	wild	NA	NA
TAX15c	0	1	TAX	40.43328	23.49516	Bark	wild	NA	NA
TAX15d	0	1	TAX	40.43328	23.49516	Bark	wild	NA	NA
TAX1a	0	1	TAX	40.43237	23.50122	Bark	wild	NA	NA
TAX1d	0	1	TAX	40.43237	23.50122	Bark	wild	NA	NA
TAX2a	0	1	TAX	40.43212	23.5026	Bark	wild	NA	NA
TAX2d	0	1	TAX	40.43212	23.5026	Bark	wild	NA	NA
TAX3d	0	1	TAX	40.43235	23.50295	Bark	wild	NA	NA
TAX4a	0	1	TAX	40.43273	23.50222	Bark	wild	NA	NA
TAX4b	0	1	TAX	40.43273	23.50222	Bark	wild	NA	NA
TAX4c	0	1	TAX	40.43273	23.50222	Bark	wild	NA	NA
TAX4d	0	1	TAX	40.43273	23.50222	Bark	wild	NA	NA
TAX5c	0	1	TAX	40.43299	23.50173	Bark	wild	NA	NA
TAX5d	0	1	TAX	40.43299	23.50173	Bark	wild	NA	NA
TAX8a	0	1	TAX	40.43398	23.50069	Bark	wild	NA	NA
TN-1	1	0	NorrisTennessee	36.215364	-84.061158	Bark	unknown	NAmerica2	Cromie2013
TOT	1	0	TemeculaCA	33.798546	-116.070724	soil	vineyard	mosaic	Cromie2013
TTP2a	0	1	TTP	53.335453	-2.385689	Bark	wild	NA	NA
TTP2b	0	1	TTP	53.335453	-2.385689	Bark	wild	NA	NA
TTP2c	0	1	TTP	53.335453	-2.385689	Bark	wild	NA	NA
TY08	1	0	TanzaniaAfrica	-6.569319	35.233059	fermentation	fermentation	mosaic	Cromie2013
TY12	1	0	TanzaniaAfrica	-6.569319	35.233059	fermentation	fermentation	mosaic	Cromie2013
TY19	1	0	TanzaniaAfrica	-6.569319	35.233059	fermentation	fermentation	mosaic	Cromie2013
UATTso2	1	0	AwatareNZ	-41.202137	174.945546	soil	wild	NZ1	Knight2015
UCD62-186	0	1	"Saskatoon,SK"	52.14745	-106.642607	insect	unknown	NAmericaC	Leducq2014
UEA1c	0	1	UEA	52.618792	1.235303	Bark	wild	NA	NA
UEA2b	0	1	UEA	52.623324	1.23925	Bark	wild	NA	NA
UEA2c	0	1	UEA	52.623324	1.23925	Bark	wild	NA	NA
UFRJ50791	0	1	Rio	-22.957752	-43.296699	insect	unknown	NAmericaB	Liti2009
UFRJ50816	0	1	Rio	-22.957752	-43.296699	insect	unknown	NAmericaB	Liti2009
UMBMfr	1	0	MartinboroughNZ	-41.021933	175.395367	fruit	wild	NZ4	Knight2015
UMMAso	1	0	MartinboroughNZ	-41.021933	175.395367	soil	wild	NZ4	Knight2015
UMTTso1	1	0	MartinboroughNZ	-41.021933	175.395367	soil	wild	NZ1	Knight2015
UTM-10	0	1	TorontoON	43.729932	-79.366033	bark	unknown	NAmericaB	Leducq2014
UTM-6	0	1	TorontoON	43.729932	-79.366033	bark	unknown	NAmericaB	Leducq2014
UTM-9	0	1	TorontoON	43.729932	-79.366033	bark	unknown	NAmericaB	Leducq2014
UWOPS03-227.2	1	0	Malaysia	4.302373	100.606857	flower	unknown	MAL	Liti2009
UWOPS-03-346t1	0	1	LongPointON	42.548862	-80.04945	bark	unknown	NAmericaB	Leducq2014
UWOPS03-461.1	1	0	Malaysia	4.302373	100.606857	flower	unknown	MAL	Liti2009
UWOPS05-217.3	1	0	Malaysia	4.302373	100.606857	flower	unknown	MAL	Liti2009
UWOPS-79-140	0	1	StJosephON	46.233435	-83.964258	bark	unknown	NAmericaB	Leducq2014
UWOPS-80-13	0	1	LondonON	42.997363	-81.24038	bark	unknown	NAmericaB	Leducq2014
UWOPS83_787.3	1	0	Bahamas	21.04798	-73.346012	fruit	naturereserve	mosaic	Liti2009
UWOPS87_2421m	1	0	Hawaii	20.839376	-156.389162	fruit	unknown	mosaic	Liti2009
UWOPS-91-202.1	0	1	LongPointON	42.548862	-80.04945	bark	unknown	NAmericaB	Leducq2014
UWOPS91-917.1	0	1	Hawaii	19.736083	-155.508104	bark	unknown	Hawaii	Liti2009
UWOPS-99-501.1	0	1	LongPointON	42.548862	-80.04945	bark	unknown	NAmericaB	Leducq2014
VKMY-2472	0	1	Moscow	55.765247	37.629748	soil	unknown	Europe	Naumov1997
W7	0	1	Silwood	51.408127	-0.637677	bark	unknown	Europe	Liti2009
XJ2	1	0	KorlaXinjiang	41.769113	86.194026	fruit	unknown	sake	Wang2012
XJ5	1	0	KorlaXinjiang	41.769113	86.194026	fruit	unknown	wine	Wang2012
Y-11878	1	0	Jamaica	18.206859	-77.326814	drink	unknown	mosaic	Cromie2013
Y12	1	0	IvoryCoast	7.654409	-5.344298	fermentation	fermentation	Asia	Cromie2013
Y-2190	1	0	YosemiteCA	37.865135	-119.538195	insect	naturereserve	mosaic	Cromie2013
Y6.5	0	1	Silwood	51.408127	-0.637677	bark	unknown	Europe	Liti2009
